"pro","class"
0.285312716759615,"No"
0.240239921827047,"No"
0.235990447305573,"No"
0.289025468163881,"No"
0.354511226561976,"No"
0.407589006413638,"No"
0.537581776564665,"No"
0.273755574942709,"No"
0.417875064413818,"No"
0.165142089827582,"No"
0.276212096798634,"No"
0.103876044951475,"No"
0.218186862027986,"No"
0.301679524984793,"No"
0.282830822667653,"No"
0.266109244636639,"No"
0.375176907039939,"No"
0.255280613946753,"No"
0.305065435860611,"No"
0.470197614827471,"No"
0.144841952454923,"No"
0.254343557298614,"No"
0.314109641551909,"No"
0.252058297339181,"No"
0.350588884709153,"No"
0.26125214947944,"No"
0.653759391796334,"No"
0.254343557298614,"No"
0.32362826513404,"No"
0.274066297616677,"No"
0.266977640667387,"No"
0.254343557298614,"No"
0.254343557298614,"No"
0.379089792548139,"No"
0.229788778526844,"No"
